32,GRB160330A,197063484.0,"209.73,26.29","39.73,",122.12
31,GRB160325B,196585165.0,--,--,13.3
30,196585205.00,"16.0025,-72.048","0.66,",159.48,57.0
29,GRB160314B,195689873.0,"167.56,45.67","46.50,135.25"
28,GRB160310C,195323235.0,--,--,16.2
27,GRB160227B,194299026.0,"123.43,",-48.27,"105.66,",214.13
26,GRB160223B,193917541.0,"94.994,",33.408,"53.13,",231.28,8.8
25,GRB160221B,193777005.0,--,--,--
24,GRB160216A,193345830.0,"311.684,-71.548","31.27,302.0"
23,GRB160214A,193137447.6,--,--,--
22,GRB160131A,191924431.0,"78.168,-7.05","116.86,",184.86
21,GRB160128A,191681984.3,--,--,22.3
20,GRB160119C,190868908.24,--,--,30.5
19,190868766.0,"211.893,",20.474,--
18,GRB160118A,190776342.0,"17.72,",59.78,"95.64,",109.74
17,GRB160106A,189816330.0,"181.61,",17.45,"106.11,255.69"
16,GRB160102C,189469696.0,"143.44,",38.75,"51.03,",220.94
15,GRB160101B,189321012.0,"1.36,55.23","30.10,",76.09
14,GRB151231B,189265088.0,"150.08,28.81","64.81,",225.40
13,GRB151228A,188967912,"214.017,-17.665","109.87,",299.0
12,GRB151224A,188619996.81,--,--,13.8
11,GRB151222A,188467813,"355.18,36.7","122.52,",279.92
10,GRB151219B,188212280.02,--,--,3.94
9,GRB151217A,188024302.7,--,--,13
8,GRB151130A,186551450,"136.27,-18.82","111.47,247.72"
7,GRB151129A,186480006,"60.82,-11.49","55.01,",190.25
6,GRB151120A,185703771,"157.25,",-32.524,"140.35,292.85"
5,GRB151107B,184623892.0,"31.3,45.59","119.49,",180.37
4,GRB151027A,183614304.0,"272.487,61.353","102.49,",268.57
3,GRB151021B,183149968.0,"104.34,-10.96","53.45,",81.10
2,GRB151019A,182937927.2,--,--,5.4
1,181821303.00,"147.425,+70.503","60.83,",67.57
